evidence_source_id,pmid,doi,title,pubYear,journalTitle,query_ids,screen_decision,screen_reason,screener,screen_date,notes
EPMC-1763,40290576,10.1093/femsmc/xtaf004,Psychrotrophic Antarctic marine bacteria as potential reservoirs for novel antimicrobial genes.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1764,40140458,10.1038/s41598-025-94321-6,Quantitative prediction of disinfectant tolerance in Listeria monocytogenes using whole genome sequencing and machine learning.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1765,41085653,10.1007/s00239-025-10272-6,Quest for Orthologs in the era of Data Deluge and AI: Challenges and Innovations in Orthology Prediction and Data Integration.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1766,39897847,10.1016/j.heliyon.2024.e41488,"RNA sequence analysis landscape: A comprehensive review of task types, databases, datasets, word embedding methods, and language models.",2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1767,40807674,10.3390/foods14152737,Rapid &lt;i&gt;Salmonella&lt;/i&gt; Serovar Classification Using AI-Enabled Hyperspectral Microscopy with Enhanced Data Preprocessing and Multimodal Fusion.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1768,41402282,10.1038/s41467-025-66996-y,Rapid culture-free diagnosis of clinical pathogens via integrated microfluidic-Raman micro-spectroscopy.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1769,39611823,10.1128/spectrum.01366-24,Rapid inference of antibiotic susceptibility phenotype of uropathogens using metagenomic sequencing with neighbor typing.,2025,,Q3_amr_core,pending,,,,
EPMC-1770,41184812,10.1186/s12866-025-04411-8,Rapid key gene discovery for bacterial shape: a cross-species machine learning approach.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1771,40503893,10.1128/msystems.00584-25,Rapid prediction of antibiotic resistance in &lt;i&gt;Enterobacter cloacae&lt;/i&gt; complex using whole-genome and metagenomic sequencing.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1772,,10.1101/2025.10.02.679941,Rapidly and reproducibly building a comprehensive catalogue of resistance-associated variants for  <i>M. tuberculosis</i>,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1773,39745975,10.1126/science.adq0071,Rare germline structural variants increase risk for pediatric solid tumors.,2025,,Q3_amr_core,pending,,,,
EPMC-1774,41146286,10.1186/s13059-025-03841-x,Rational design of promoter editing confers multipathogen resistance in rice.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1775,41372235,10.1038/s41467-025-67393-1,Reading the immune clock: a machine learning model predicts mouse immune age from cellular patterns.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1776,40656605,10.3389/ebm.2025.10700,Realizing Impact of Artificial Intelligence in Real World Enhances Public Health.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1777,41078567,10.17179/excli2025-8514,Reassessing sepsis research: new clues for old players and new players for an old symptom to improve patient outcomes.,2025,,Q3_amr_core,pending,,,,
EPMC-1778,41283644,10.3390/proteomes13040054,Recent Advances and Application of Machine Learning for Protein-Protein Interaction Prediction in Rice: Challenges and Future Perspectives.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1779,40931708,10.1111/prd.70000,Recent advancements in artificial intelligence-powered cancer prediction from oral microbiome.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1780,40524189,10.1186/s13040-025-00457-6,Recent advances in deep learning for protein-protein interaction: a review.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1781,40575335,10.3748/wjg.v31.i23.105076,Recent advances in machine learning for precision diagnosis and treatment of esophageal disorders.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1782,40790016,10.1038/s41398-025-03497-y,Recent developments in omics studies and artificial intelligence in depression and suicide.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1783,40195117,10.1016/j.ymthe.2025.04.003,Recent progress and future challenges in structure-based protein-protein interaction prediction.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1784,41286102,10.1038/s41588-025-02395-9,Recommendations for responsible use of population descriptors in polygenic risk score development.,2025,,Q3_amr_core,pending,,,,
EPMC-1785,41339358,10.1038/s41597-025-06191-2,"Reconstruction of 1,979 prokaryotic metagenome-assembled genomes from 37 global cave environments.",2025,,Q3_amr_core,pending,,,,
EPMC-1786,39763003,10.1186/s40168-024-01983-x,Regional antimicrobial resistance gene flow among the One Health sectors in China.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1787,41155184,10.3390/ijms26209892,Regulatory Landscapes of Non-Coding RNAs During Drought Stress in Plants.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1788,41156587,10.3390/pathogens14100975,Reimagining Tuberculosis Control in the Era of Genomics: The Case for Global Investment in &lt;i&gt;Mycobacterium tuberculosis&lt;/i&gt; Genomic Surveillance.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1789,39794865,10.1186/s13059-024-03443-z,Relating ecological diversity to genetic discontinuity across bacterial species.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1790,40066074,10.3389/fbinf.2025.1507448,Reliable machine learning models in genomic medicine using conformal prediction.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1791,41156772,10.3390/microorganisms13102312,Research Progress in the Development of Vaccines Against &lt;i&gt;Riemerella anatipestifer&lt;/i&gt;.,2025,,Q3_amr_core,pending,,,,
EPMC-1792,41300910,10.3390/diagnostics15222887,Research Progress on Sepsis Diagnosis and Monitoring Based on Omics Technologies: A Review.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1793,41304626,10.3390/plants14223475,"Research on Utilizing Phosphorus Tailing Recycling to Improve Acidic Soil: The Synergistic Effect on Crop Yield, Soil Quality, and Microbial Communities.",2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1794,40453708,10.3389/fcimb.2025.1575227,Research progress on diagnostic techniques for different &lt;i&gt;Babesia&lt;/i&gt; species in persistent infections.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1795,39359621,10.1039/d4fb00192c,Resilient sustainable current and emerging technologies for foodborne pathogen detection.,2025,,Q3_amr_core,pending,,,,
EPMC-1796,40742319,10.1080/17460913.2025.2536375,Resistance in gram-negative bacilli: the emergence of RND efflux pumps.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1797,40347938,10.1016/j.xcrm.2025.102130,Restoration of intestinal secondary bile acid synthesis: A potential approach to improve pancreatic β cell function in type 1 diabetes.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1798,39711273,10.1002/adhm.202403129,Rethinking Biomedical Titanium Alloy Design: A Review of Challenges from Biological and Manufacturing Perspectives.,2025,,Q3_amr_core,pending,,,,
EPMC-1799,40170844,10.3389/fimmu.2025.1539653,"Revealing gut microbiota biomarkers associated with melanoma immunotherapy response and key bacteria-fungi interaction relationships: evidence from metagenomics, machine learning, and SHAP methodology.",2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1800,40002629,10.3390/diagnostics15040478,Review of Precision Medicine and Diagnosis of Neonatal Illness.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1801,40648038,10.3390/plants14132029,"Revisiting Traditional Medicinal Plants: Integrating Multiomics, In Vitro Culture, and Elicitation to Unlock Bioactive Potential.",2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1802,40740325,10.3389/fmicb.2025.1625765,Revisiting phage tail spike architecture: evidence for undetected receptor-binding proteins in &lt;i&gt;Caudoviricetes&lt;/i&gt; with non-contractile tails.,2025,,Q3_amr_core,pending,,,,
EPMC-1803,40442841,10.1186/s42234-025-00173-w,Revolutionizing breast cancer immunotherapy by integrating AI and nanotechnology approaches: review of current applications and future directions.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1804,40599184,10.3748/wjg.v31.i24.108021,Revolutionizing gastroenterology and hepatology with artificial intelligence: From precision diagnosis to equitable healthcare through interdisciplinary practice.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1805,39792222,10.1007/s00284-024-04057-1,Ribotyping Staphylococcus epidermidis Using Probabilistic Sequence Analysis and Levenshtein Distance Algorithm.,2025,,Q3_amr_core,pending,,,,
EPMC-1806,40230672,10.1016/j.jscai.2025.102567,Role of Artificial Intelligence in Congenital Heart Disease and Interventions.,2025,,Q3_amr_core,pending,,,,
EPMC-1807,40959327,10.7759/cureus.90149,Role of Artificial Intelligence in Critical Care Medicine: A Literature Review.,2025,,Q3_amr_core,pending,,,,
EPMC-1808,41248286,10.1073/pnas.2501433122,Rubisco is slow across the tree of life.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1809,40568938,10.1093/nar/gkaf595,SELECT: high-precision genome editing strategy via integration of CRISPR-Cas and DNA damage response for cross-species applications.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1810,40603865,10.1038/s41467-025-61205-2,Scaling laws of bacterial and archaeal plasmids.,2025,,Q3_amr_core,pending,,,,
EPMC-1811,41416208,10.1016/j.plaphe.2025.100088,Seeing the unseen: A novel approach to extract latent plant root traits from digital images.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1812,39893253,10.1038/s42003-025-07595-x,Selective inhibition of TGF-β-induced epithelial-mesenchymal transition overcomes chemotherapy resistance in high-risk lung squamous cell carcinoma.,2025,,Q3_amr_core,pending,,,,
EPMC-1813,40273428,10.1093/bib/bbaf190,Shared-weight graph framework for comprehensive protein stability prediction across diverse mutation types.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1814,41105762,10.1126/sciadv.adx1590,Short tandem repeats in populations of the Qinghai-Tibet Plateau and adjacent regions provide insights into high-altitude adaptation.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1815,40756675,10.1186/s44330-025-00037-4,ShortStop: a machine learning framework for microprotein discovery.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1816,41303487,10.3390/ijms262211005,Single-Cell Multi-Omics in Type 2 Diabetes Mellitus: Revealing Cellular Heterogeneity and Mechanistic Insights.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1817,40761429,10.2147/jhc.s533777,Single-Cell RNA Sequencing Integrated with Bulk-RNA Sequencing Analysis Reveals Prognostic Signatures Based on PANoptosis in Hepatocellular Carcinoma.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1818,40076700,10.3390/ijms26052074,Single-Cell Sequencing: Genomic and Transcriptomic Approaches in Cancer Cell Biology.,2025,,Q3_amr_core,pending,,,,
EPMC-1819,40016452,10.1038/s41591-025-03530-z,Single-cell and spatial genomic landscape of non-small cell lung cancer brain metastases.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1820,41007192,10.3390/bioengineering12090944,Smart Microbiomes: How AI Is Revolutionizing Personalized Medicine.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1821,41184906,10.1186/s12951-025-03712-4,Smart hybrid nanomaterials for chronic infections: microbiome-responsive and sustainable therapeutic platforms.,2025,,Q3_amr_core,pending,,,,
EPMC-1822,41316344,10.1186/s40168-025-02257-w,Sodium oligomannate modulates the gut-brain axis to alleviate post-stroke cognitive impairment by restoring butyrate metabolism.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1823,39971349,10.1146/annurev-biophys-081624-030543,Soft Modes as a Predictive Framework for Low-Dimensional Biological Systems Across Scales.,2025,,Q3_amr_core,pending,,,,
EPMC-1824,40447574,10.1038/s41467-025-60390-4,Soil microbial responses to multiple global change factors as assessed by metagenomics.,2025,,Q3_amr_core,pending,,,,
EPMC-1825,40081336,10.1016/j.xgen.2025.100805,Spatial transcriptomics identifies novel Pseudomonas aeruginosa virulence factors.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1826,40731982,10.3390/microorganisms13071473,Spectral Precision: Recent Advances in Matrix-Assisted Laser Desorption/Ionization Time-of-Flight Mass Spectrometry for Pathogen Detection and Resistance Profiling.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1827,40010155,10.1016/j.ebiom.2025.105611,Speeding up drug susceptibility testing in Mycobacterium tuberculosis using RNA biomarkers.,2025,,Q3_amr_core,pending,,,,
EPMC-1828,41113652,10.3389/fmicb.2025.1658693,Stage-specific fecal and salivary microbiota signatures for noninvasive detection of colorectal cancer.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1829,41423459,10.1038/s41467-025-67910-2,Staphylococcus aureus fatty acid metabolism governs saeRS-mediated aggregation in joint infections.,2025,,Q3_amr_core,pending,,,,
EPMC-1830,40649382,10.3390/molecules30132868,Strategies Used for the Discovery of New Microbial Metabolites with Antibiotic Activity.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1831,41322936,10.7759/cureus.95613,Strategies and Recent Advances in Tackling Antibacterial Resistance in India: A Comprehensive Narrative Review.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1832,40321516,10.1021/acsomega.5c01344,"Strategies for Actinobacteria Isolation, Cultivation, and Metabolite Production that Are Biologically Important.",2025,,Q3_amr_core,pending,,,,
EPMC-1833,40896167,10.3389/phrs.2025.1608039,Strengthening Outbreak Detection in Africa to Achieve the 7-1-7 Global Framework: Challenges and Opportunities.,2025,,Q3_amr_core,pending,,,,
EPMC-1834,39498494,10.1093/nar/gkae1030,StreptomeDB 4.0: a comprehensive database of streptomycetes natural products enriched with protein interactions and interactive spectral visualization.,2025,,Q3_amr_core,pending,,,,
EPMC-1835,40871391,10.3390/microorganisms13081887,Structural and Functional Differences in the Gut and Lung Microbiota of Pregnant Pomona Leaf-Nosed Bats.,2025,,Q3_amr_core,pending,,,,
EPMC-1836,40944356,10.1042/bst20253080,Structural and evolutionary insights into understudied bacterial serine-threonine pseudokinase families.,2025,,Q3_amr_core,pending,,,,
EPMC-1837,40849622,10.1186/s12866-025-04257-0,Structural and functional analysis of the accessory gene regulators of Staphylococcus aureus and Staphylococcus epidermidis: an in Silico approach.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1838,40227324,10.3390/biotech14010013,Structure-Based Modeling of the Gut Bacteria-Host Interactome Through Statistical Analysis of Domain-Domain Associations Using Machine Learning.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1839,,10.1101/2025.04.09.647945,Subpopulations in clinical samples of  <i>M. tuberculosis</i>  can give rise to rifampicin resistance and shed light on how resistance is acquired,2025,,Q3_amr_core,pending,,,,
EPMC-1840,41079140,10.1093/jacamr/dlaf175,Subpopulations in clinical samples of &lt;i&gt;M. tuberculosis&lt;/i&gt; can give rise to rifampicin resistance and shed light on how resistance is acquired.,2025,,Q3_amr_core,pending,,,,
EPMC-1841,39898312,10.1016/j.onehlt.2025.100970,Subtle genomic differences in <i>Klebsiella pneumoniae sensu stricto</i> isolates indicate host adaptation.,2025,,Q3_amr_core,pending,,,,
EPMC-1842,41383849,10.3389/fcimb.2025.1688880,Survival strategies of mycoplasmas: the critical role of post-translational modifications.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1843,40662399,10.1093/ecco-jcc/jjaf102,Susceptibility to inflammatory bowel diseases promotes invasive carcinomas in a murine model of ATF6-driven colon cancer.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1844,41143416,10.1128/spectrum.02142-25,Synergistic activity of a KL51-depolymerase and a &lt;i&gt;Sugarlandvirus&lt;/i&gt; bacteriophage against ST16 &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt;.,2025,,Q3_amr_core,pending,,,,
EPMC-1845,40818976,10.1038/s41522-025-00802-x,Synergistic effects of commensals and phage predation in suppressing colonization by pathogenic Vibrio parahaemolyticus.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1846,40807307,10.3390/molecules30153132,"Synthetic and Functional Engineering of Bacteriophages: Approaches for Tailored Bactericidal, Diagnostic, and Delivery Platforms.",2025,,Q3_amr_core,pending,,,,
EPMC-1847,41461077,10.2196/79745,Systematic Determinants of Global COVID-19 Burden: Longitudinal Time-Series Analysis Using Big Data-Driven Artificial Intelligence.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1848,41441216,10.3390/neurolint17120197,Systematic Review: Proteomics-Driven Multi-Omics Integration for Alzheimer's Disease Pathology and Precision Medicine.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1849,41608646,10.3389/fgene.2025.1736097,Systematic analysis of anoikis-related genes identifies SRPX2-FAK/AKT-IL-6 axis in the progression and peritoneal metastasis of gastric cancer.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1850,39623067,10.1038/s41564-024-01857-w,Systematic mapping of antibiotic cross-resistance and collateral sensitivity with chemical genetics.,2025,,Q3_amr_core,pending,,,,
EPMC-1851,39971994,10.1038/s41467-025-57031-1,Systematic representation and optimization enable the inverse design of cross-species regulatory sequences in bacteria.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1852,40902606,10.1016/j.xgen.2025.100983,Systematically investigating and identifying bacteriocins in the human gut microbiome.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1853,41271801,10.1038/s41540-025-00607-w,Systems biology and microbiome innovations for personalized diabetic retinopathy management.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1854,40814218,10.1111/acel.70193,T-CLASS: An Online Tool for the Identification and Classification of Aging and Senescence Using Transcriptome Data.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1855,41095166,10.3390/plants14193024,TALEN-Interceded Genome Editing in Plants: Unveiling New Frontiers in Secondary Metabolite Improvement and Genetic Diversity.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1856,41283648,10.3390/proteomes13040058,TCEPVDB: Artificial Intelligence-Based Proteome-Wide Screening of Antigens and Linear T-Cell Epitopes in the Poxviruses and the Development of a Repository.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1857,40748408,10.1007/s11103-025-01632-3,TISCalling: leveraging machine learning to identify translational initiation sites in plants and viruses.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1858,41378121,10.1155/mi/6267309,TMOD2 and DOCK4 as Novel Gut Microbiota-Associated Biomarkers for Colorectal Adenoma: Integrated Transcriptomic Analysis and Therapeutic Target Identification.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1859,,,Talks,2025,,Q3_amr_core,pending,,,,
EPMC-1860,41599011,10.3390/pathogens15010028,Taming Superbugs: Current Progress and Challenges in Combating ESKAPE Pathogens.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1861,38126125,10.1080/21541264.2023.2293523,Targeting bacterial transcription factors for infection control: opportunities and challenges.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1862,40631741,10.1128/spectrum.00549-25,Taxonomic and phenotypic characterization of a novel &lt;i&gt;Providencia&lt;/i&gt; species: &lt;i&gt;Providencia lanzhouensis&lt;/i&gt; sp. nov.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1863,40485901,10.1016/j.crfs.2025.101068,Technologies for detecting biological risk factors in agricultural products and their applications.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1864,41227463,10.3390/ani15213132,"Technologies in Biomarker Discovery for Animal Diseases: Mechanisms, Classification, and Diagnostic Applications.",2025,,Q3_amr_core,pending,,,,
EPMC-1865,41327449,10.1186/s40793-025-00824-0,Temperature seasonality constrains soil T4-like bacteriophage abundance at large spatial scale.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1866,40165246,10.1186/s12917-025-04544-y,Text mining and topic modeling insights on fish welfare and antimicrobial use in aquaculture.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1867,39658041,10.1093/nar/gkae1220,The 2025 Nucleic Acids Research database issue and the online molecular biology database collection.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1868,41150213,10.3390/toxins17100513,The Ambivalent Nature of <i>Bacteroides fragilis</i> and the Interaction with <i>Clostridioides difficile</i>: Benefits and Disadvantages for the Human Host.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1869,39941764,10.3390/cancers17030395,The Applications of Machine Learning in the Management of Patients Undergoing Stem Cell Transplantation: Are We Ready?,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1870,40140988,10.1186/s13073-025-01460-6,The Chinese gut virus catalogue reveals gut virome diversity and disease-related viral signatures.,2025,,Q3_amr_core,pending,,,,
EPMC-1871,40568010,10.1093/ofid/ofaf304,The Clinical and Molecular Characteristics of Community-Associated &lt;i&gt;Staphylococcus aureus&lt;/i&gt; Bacteremia in Persons who Inject Drugs at a New York City Tertiary Care Facility During the Opioid Epidemic.,2025,,Q3_amr_core,pending,,,,
EPMC-1872,41011444,10.3390/microorganisms13092113,"The Environmental Lifecycle of Antibiotics and Resistance Genes: Transmission Mechanisms, Challenges, and Control Strategies.",2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1873,41310616,10.1186/s12916-025-04502-3,The European BestAgeing Study on microRNA candidates reveals distinct signatures with diagnostic and prognostic potential in cardiovascular disease.,2025,,Q3_amr_core,pending,,,,
EPMC-1874,41009471,10.3390/ijms26188899,The Gut Microbiome and Colistin Resistance: A Hidden Driver of Antimicrobial Failure.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1875,40943575,10.3390/ijms26178658,"The Gut Microbiome and Epigenomic Reprogramming: Mechanisms, Interactions, and Implications for Human Health and Disease.",2025,,Q3_amr_core,pending,,,,
EPMC-1876,41025564,10.1002/advs.202505154,The Gut Resistome Atlas in Preterm Infants Enables Prediction of Necrotizing Enterocolitis Onset.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1877,40659612,10.1038/s41467-025-61329-5,The Helicobacter pylori AI-clinician harnesses artificial intelligence to personalise H. pylori treatment recommendations.,2025,,Q3_amr_core,pending,,,,
EPMC-1878,41305349,10.3390/pathogens14111111,"The Human Archaeome: Commensals, Opportunists, or Emerging Pathogens?",2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1879,41156643,10.3390/pathogens14101033,The Impact of Bacterial-Fungal Interactions on Childhood Caries Pathogenesis.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1880,41255589,10.2147/jir.s548786,The Intestinal Immune Network for IgA Production is Involved in the Development and Progression of Sepsis: A Multi-Omics Study.,2025,,Q1_protocol_broad|Q2_block_holdout_focus,pending,,,,
EPMC-1881,41324084,10.1016/j.crmicr.2025.100508,The Jarman-Bell principle revisited: Gut microbiota facilitate body size-dependent nutritional strategies in herbivores.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1882,40507344,10.3390/cancers17111863,The Knowledge Gap in Gut Microbiome Characterization in Early-Onset Colorectal Cancer Patients: A Systematic Scoping Review.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1883,,10.1101/2025.02.07.637178,The Landscape of Prostate Tumour Methylation,2025,,Q3_amr_core,pending,,,,
EPMC-1884,39565221,10.1093/nar/gkae1095,The PLSDB 2025 update: enhanced annotations and improved functionality for comprehensive plasmid research.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1885,40573185,10.3390/ph18060788,The Potential of Artificial Intelligence in Pharmaceutical Innovation: From Drug Discovery to Clinical Trials.,2025,,Q3_amr_core,pending,,,,
EPMC-1886,40001378,10.3390/antibiotics14020134,The Role of Artificial Intelligence and Machine Learning Models in Antimicrobial Stewardship in Public Health: A Narrative Review.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1887,42058254,10.32592/ari.2025.80.4.819,The Role of Artificial Intelligence and Machine Learning in Advancing Animal Biotechnology: A Review.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1888,41011837,10.3390/pathogens14090937,"The Role of Artificial Intelligence in Herpesvirus Detection, Transmission, and Predictive Modeling: With a Special Focus on Marek's Disease Virus.",2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1889,41287252,10.1002/mbo3.70160,The Role of Machine Learning in Addressing Antibiotic Resistance: A New Era in Infectious Disease Control.,2025,,Q1_protocol_broad|Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1890,39558183,10.1093/nar/gkae1113,The STRING database in 2025: protein networks with directionality of regulation.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1891,40711125,10.3390/toxins17070312,The Therapeutic Potential of Antimicrobial Peptides Isolated from the Skin Secretions of Anurans of the Genus &lt;i&gt;Boana&lt;/i&gt; in the Face of the Global Antimicrobial Resistance Crisis.,2025,,Q3_amr_core,pending,,,,
EPMC-1892,40048704,10.1093/genetics/iyaf027,The Unified Phenotype Ontology : a framework for cross-species integrative phenomics.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1893,41020009,10.3389/fphar.2025.1633382,The WHO's critical bacteria list: scientific response eight years after its implementation and development of an AI-based tool for its monitoring.,2025,,Q2_block_holdout_focus|Q3_amr_core,pending,,,,
EPMC-1894,41403704,10.1093/ismeco/ycaf215,The adaptability of grassland soil microbiomes to resource and stress shifts is mainly accomplished by niche conservatism under nitrogen deposition.,2025,,Q3_amr_core,pending,,,,
EPMC-1895,40375898,10.3389/fcimb.2025.1545646,The application of machine learning in clinical microbiology and infectious diseases.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1896,40490475,10.1038/s42003-025-08258-7,The characterization of Klebsiella pneumoniae associated with neonatal sepsis in low- and middle-income countries to inform vaccine design.,2025,,Q3_amr_core,pending,,,,
EPMC-1897,40062866,10.1128/msphere.01002-24,The complete genome sequence of the crayfish pathogen Candidatus &lt;i&gt;Paracoxiella cheracis&lt;/i&gt; n.g. n.sp. provides insight into pathogenesis and the phylogeny of the Coxiellaceae family.,2025,,Q3_amr_core,pending,,,,
EPMC-1898,41197616,10.1016/j.xcrm.2025.102431,The comprehensive oral microbiome landscape unveils its interplay with poor oral health in esophageal squamous cell carcinoma risk.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1899,40696449,10.1186/s12967-025-06839-y,The dark matter in cancer immunology: beyond the visible- unveiling multiomics pathways to breakthrough therapies.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1900,41024733,10.3724/abbs.2025175,"The dual role of whole-genome duplication: biological mechanisms, functional consequences, and detection advances.",2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1901,40268958,10.1038/s41522-025-00703-z,The dynamics of microbiome and virome in migratory birds of southwest China.,2025,,Q1_protocol_broad|Q3_amr_core,pending,,,,
EPMC-1902,40853480,10.1007/s00439-025-02772-8,The emerging sequence grammar of 3D genome organisation.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1903,40823824,10.1128/mbio.02135-25,The evolutionary replacement of restriction-modification by Ssp antiviral systems is associated with the distribution of prophages in the major clonal group of &lt;i&gt;Acinetobacter baumannii&lt;/i&gt;.,2025,,Q3_amr_core,pending,,,,
EPMC-1904,41394910,10.3389/fvets.2025.1683110,The final frontier: using carcasses for one health surveillance at the ecosystem interface.,2025,,Q2_block_holdout_focus,pending,,,,
EPMC-1905,40469046,10.1111/joim.20100,The future of healthcare-associated infection surveillance: Automated surveillance and using the potential of artificial intelligence.,2025,,Q3_amr_core,pending,,,,
